split,stage,metric,value
train,before,accuracy,0.7920622568093385
train,before,balanced_accuracy,0.7915664171372024
train,before,macro_f1,0.789086895760517
train,before,log_loss,0.5222097522679185
train,before,brier_multiclass,0.2956974971004491
train,before,ece_15bin,0.07458454179856565
train,before,top1_prob_mean,0.7174777388572693
train,before,top1_prob_p25,0.5579894185066223
train,before,top1_prob_p50,0.7201297283172607
train,before,top1_prob_p75,0.8930014967918396
train,before,top1_top2_margin_mean,0.5081466436386108
train,before,predictive_entropy_mean,0.6645920276641846
train,before,n,6425.0
train,after,accuracy,0.7920622568093385
train,after,balanced_accuracy,0.7915664171372024
train,after,macro_f1,0.789086895760517
train,after,log_loss,0.732221702018157
train,after,brier_multiclass,0.3890753393036555
train,after,ece_15bin,0.2533180298090909
train,after,top1_prob_mean,0.5387442111968994
train,after,top1_prob_p25,0.4195514917373657
train,after,top1_prob_p50,0.5145881772041321
train,after,top1_prob_p75,0.642488420009613
train,after,top1_top2_margin_mean,0.27423781156539917
train,after,predictive_entropy_mean,1.1065051555633545
train,after,n,6425.0
val,before,accuracy,0.5543859649122806
val,before,balanced_accuracy,0.5541832477311807
val,before,macro_f1,0.55100297838808
val,before,log_loss,1.3982266174118847
val,before,brier_multiclass,0.6183543266525275
val,before,ece_15bin,0.11895137406232065
val,before,top1_prob_mean,0.67103111743927
val,before,top1_prob_p25,0.5188933610916138
val,before,top1_prob_p50,0.653479814529419
val,before,top1_prob_p75,0.8283383250236511
val,before,top1_top2_margin_mean,0.4408561587333679
val,before,predictive_entropy_mean,0.7638654708862305
val,before,n,1425.0
val,after,accuracy,0.5543859649122806
val,after,balanced_accuracy,0.5541832477311807
val,after,macro_f1,0.55100297838808
val,after,log_loss,1.1740261083651002
val,after,brier_multiclass,0.5919120785933708
val,after,ece_15bin,0.06841897264907232
val,after,top1_prob_mean,0.5004340410232544
val,after,top1_prob_p25,0.38602176308631897
val,after,top1_prob_p50,0.47771090269088745
val,after,top1_prob_p75,0.5802335143089294
val,after,top1_top2_margin_mean,0.22836880385875702
val,after,predictive_entropy_mean,1.1732468605041504
val,after,n,1425.0
test,before,accuracy,0.5228070175438596
test,before,balanced_accuracy,0.5223473494035134
test,before,macro_f1,0.5148455259269541
test,before,log_loss,1.240371046088569
test,before,brier_multiclass,0.6171298166265461
test,before,ece_15bin,0.14665491733634678
test,before,top1_prob_mean,0.6680521965026855
test,before,top1_prob_p25,0.5187183022499084
test,before,top1_prob_p50,0.6515695452690125
test,before,top1_prob_p75,0.8192164897918701
test,before,top1_top2_margin_mean,0.4302848279476166
test,before,predictive_entropy_mean,0.7616889476776123
test,before,n,1425.0
test,after,accuracy,0.5228070175438596
test,after,balanced_accuracy,0.5223473494035134
test,after,macro_f1,0.5148455259269541
test,after,log_loss,1.1020749434499697
test,after,brier_multiclass,0.5869191695312155
test,after,ece_15bin,0.036066555537675564
test,after,top1_prob_mean,0.49772974848747253
test,after,top1_prob_p25,0.39287522435188293
test,after,top1_prob_p50,0.47723740339279175
test,after,top1_prob_p75,0.5763920545578003
test,after,top1_top2_margin_mean,0.2193230390548706
test,after,predictive_entropy_mean,1.1740306615829468
test,after,n,1425.0
—,—,fitted_temperature,2.2143616676330566
