epoch,train_loss,val_strict_i2t_R@1,val_strict_t2i_R@1,val_strict_i2t_R@5,val_strict_t2i_R@5,val_template_i2t_R@1,val_template_t2i_R@1,val_template_i2t_R@5,val_template_t2i_R@5,is_best,time_seconds
1,4.843131171638194,0.004874651810584958,0.010445682451253482,0.028551532033426183,0.027158774373259052,0.27158774373259054,0.3279944289693593,0.4213091922005571,0.6385793871866295,True,0.4256629943847656
2,3.7855084038345947,0.009052924791086351,0.011142061281337047,0.04387186629526462,0.04178272980501393,0.1615598885793872,0.4505571030640669,0.3551532033426184,0.7075208913649025,False,0.16949200630187988
3,3.561917923572133,0.009749303621169917,0.006963788300835654,0.04178272980501393,0.03690807799442897,0.1817548746518106,0.40598885793871864,0.36142061281337046,0.6629526462395543,False,0.16622376441955566
4,3.4578966553777883,0.004874651810584958,0.006267409470752089,0.04108635097493036,0.04735376044568245,0.23467966573816157,0.3683844011142061,0.4331476323119777,0.7103064066852368,False,0.17457342147827148
5,3.3704394488801674,0.008356545961002786,0.011142061281337047,0.0383008356545961,0.03899721448467967,0.18314763231197773,0.3071030640668524,0.37047353760445684,0.6176880222841226,False,0.22053027153015137
6,3.319753712367357,0.009052924791086351,0.009052924791086351,0.04108635097493036,0.034122562674094706,0.1692200557103064,0.18314763231197773,0.32590529247910865,0.5863509749303621,False,0.1655726432800293
7,3.2388480008206217,0.012534818941504178,0.009749303621169917,0.04178272980501393,0.0383008356545961,0.13231197771587744,0.22214484679665739,0.2799442896935933,0.5668523676880223,False,0.16611456871032715
8,3.14457391257295,0.012534818941504178,0.008356545961002786,0.04178272980501393,0.03690807799442897,0.21727019498607242,0.3071030640668524,0.3683844011142061,0.5884401114206128,False,0.17733144760131836
9,3.0780253573201706,0.00766016713091922,0.008356545961002786,0.034818941504178275,0.033426183844011144,0.18593314763231197,0.23259052924791088,0.31058495821727017,0.5856545961002786,False,0.16075921058654785
10,3.050980980256462,0.009749303621169917,0.006267409470752089,0.04456824512534819,0.036211699164345405,0.17409470752089137,0.1692200557103064,0.2994428969359331,0.46657381615598886,False,0.16481494903564453
11,2.9848353849376505,0.011838440111420613,0.010445682451253482,0.04526462395543175,0.037604456824512536,0.21100278551532034,0.28342618384401114,0.33147632311977715,0.6128133704735376,False,0.15165996551513672
