epoch,train_loss,val_strict_i2t_R@1,val_strict_t2i_R@1,val_strict_i2t_R@5,val_strict_t2i_R@5,val_template_i2t_R@1,val_template_t2i_R@1,val_template_i2t_R@5,val_template_t2i_R@5,is_best,time_seconds
1,4.728603434726289,0.006267409470752089,0.009749303621169917,0.035515320334261836,0.033426183844011144,0.525766016713092,0.6309192200557103,0.6803621169916435,0.9491643454038997,True,0.2644352912902832
2,3.718783948098728,0.013927576601671309,0.009052924791086351,0.04526462395543175,0.04108635097493036,0.5550139275766016,0.8572423398328691,0.6984679665738162,0.9512534818941504,True,0.13128328323364258
3,3.580962353844384,0.008356545961002786,0.006267409470752089,0.0383008356545961,0.036211699164345405,0.5271587743732591,0.7597493036211699,0.6727019498607242,0.9519498607242339,False,0.13380861282348633
4,3.5196602212884467,0.011838440111420613,0.006267409470752089,0.0403899721448468,0.04317548746518106,0.552924791086351,0.866991643454039,0.6866295264623955,0.9526462395543176,False,0.1355268955230713
5,3.477286551345235,0.011838440111420613,0.005571030640668524,0.04247910863509749,0.037604456824512536,0.5772980501392758,0.8001392757660167,0.708217270194986,0.963091922005571,True,0.18081951141357422
6,3.4604469092280437,0.009749303621169917,0.009052924791086351,0.04526462395543175,0.03899721448467967,0.564066852367688,0.7889972144846796,0.697075208913649,0.9435933147632312,False,0.14066839218139648
7,3.4326310028378395,0.011142061281337047,0.009749303621169917,0.04247910863509749,0.04387186629526462,0.5926183844011143,0.8502785515320335,0.7221448467966574,0.9415041782729805,True,0.1367642879486084
8,3.3902377130014036,0.011838440111420613,0.009749303621169917,0.04874651810584958,0.05083565459610028,0.5967966573816156,0.9115598885793872,0.7284122562674095,0.9456824512534819,True,0.14050078392028809
9,3.362302051063485,0.00766016713091922,0.010445682451253482,0.04944289693593315,0.04735376044568245,0.6100278551532033,0.9185236768802229,0.7277158774373259,0.9456824512534819,True,0.1367168426513672
10,3.3597710185398997,0.009749303621169917,0.009052924791086351,0.05153203342618384,0.05362116991643454,0.6643454038997214,0.9018105849582173,0.7639275766016713,0.9435933147632312,True,0.1349484920501709
11,3.324589704284799,0.016016713091922007,0.013927576601671309,0.05222841225626741,0.04735376044568245,0.6580779944289693,0.9233983286908078,0.7736768802228412,0.958217270194986,False,0.14057207107543945
12,3.322017493652539,0.011142061281337047,0.009749303621169917,0.04735376044568245,0.05153203342618384,0.6225626740947076,0.9227019498607242,0.7736768802228412,0.9575208913649025,False,0.1342165470123291
13,3.3066498634596577,0.012534818941504178,0.009749303621169917,0.04596100278551532,0.04665738161559889,0.6455431754874652,0.8927576601671309,0.7534818941504178,0.9477715877437326,False,0.1389927864074707
14,3.2738009549942304,0.014623955431754874,0.011142061281337047,0.05222841225626741,0.056406685236768804,0.6399721448467967,0.8481894150417827,0.7444289693593314,0.9519498607242339,False,0.14498162269592285
15,3.3146251324408516,0.011142061281337047,0.009749303621169917,0.05501392757660167,0.057103064066852366,0.6364902506963789,0.9108635097493036,0.754874651810585,0.9484679665738162,False,0.1426863670349121
16,3.2554944724643966,0.009052924791086351,0.017409470752089137,0.03969359331476323,0.06128133704735376,0.6427576601671309,0.8774373259052924,0.7513927576601671,0.9449860724233984,False,0.1432640552520752
17,3.2360582241622344,0.010445682451253482,0.013231197771587743,0.04735376044568245,0.052924791086350974,0.6817548746518106,0.8175487465181058,0.7722841225626741,0.9449860724233984,True,0.1417243480682373
18,3.2215306226417413,0.006267409470752089,0.013231197771587743,0.04317548746518106,0.05362116991643454,0.6086350974930362,0.8628133704735376,0.7395543175487466,0.9610027855153204,False,0.14337468147277832
19,3.2419478822260146,0.012534818941504178,0.011142061281337047,0.04596100278551532,0.05083565459610028,0.6545961002785515,0.8126740947075209,0.770891364902507,0.9693593314763231,False,0.14846301078796387
20,3.220988064390826,0.009749303621169917,0.009052924791086351,0.04735376044568245,0.055710306406685235,0.6260445682451253,0.8955431754874652,0.7604456824512534,0.9568245125348189,False,0.14496898651123047
