split,stage,metric,value
train,before,accuracy,0.7791420578178427
train,before,balanced_accuracy,0.779034546494545
train,before,macro_f1,0.7762751604939072
train,before,log_loss,0.5345436633868776
train,before,brier_multiclass,0.30369003209059137
train,before,ece_15bin,0.03995613087250055
train,before,top1_prob_mean,0.7393183708190918
train,before,top1_prob_p25,0.5852579772472382
train,before,top1_prob_p50,0.7499426007270813
train,before,top1_prob_p75,0.9098601639270782
train,before,top1_top2_margin_mean,0.5386180877685547
train,before,predictive_entropy_mean,0.6178569793701172
train,before,n,6434.0
train,after,accuracy,0.7791420578178427
train,after,balanced_accuracy,0.779034546494545
train,after,macro_f1,0.7762751604939072
train,after,log_loss,0.7312644196534475
train,after,brier_multiclass,0.3890671256750223
train,after,ece_15bin,0.2329591089245285
train,after,top1_prob_mean,0.5463643074035645
train,after,top1_prob_p25,0.4342525526881218
train,after,top1_prob_p50,0.5256747603416443
train,after,top1_prob_p75,0.6441305577754974
train,after,top1_top2_margin_mean,0.2839376628398895
train,after,predictive_entropy_mean,1.101222038269043
train,after,n,6434.0
val,before,accuracy,0.5091549295774648
val,before,balanced_accuracy,0.5085355098802887
val,before,macro_f1,0.5066492137485975
val,before,log_loss,1.4561688332807279
val,before,brier_multiclass,0.668780479993193
val,before,ece_15bin,0.1889100513302944
val,before,top1_prob_mean,0.6965858340263367
val,before,top1_prob_p25,0.5482483506202698
val,before,top1_prob_p50,0.6797710359096527
val,before,top1_prob_p75,0.8586537390947342
val,before,top1_top2_margin_mean,0.46950727701187134
val,before,predictive_entropy_mean,0.7066014409065247
val,before,n,1420.0
val,after,accuracy,0.5091549295774648
val,after,balanced_accuracy,0.5085355098802887
val,after,macro_f1,0.5066492137485975
val,after,log_loss,1.1790165762862193
val,after,brier_multiclass,0.6088716263093139
val,after,ece_15bin,0.03999527732671146
val,after,top1_prob_mean,0.505549430847168
val,after,top1_prob_p25,0.4053107723593712
val,after,top1_prob_p50,0.485890731215477
val,after,top1_prob_p75,0.5853162705898285
val,after,top1_top2_margin_mean,0.22967326641082764
val,after,predictive_entropy_mean,1.1781771183013916
val,after,n,1420.0
test,before,accuracy,0.46586910626319494
test,before,balanced_accuracy,0.4656482667728961
test,before,macro_f1,0.4660867320844008
test,before,log_loss,1.6496184996573533
test,before,brier_multiclass,0.7419144382486703
test,before,ece_15bin,0.2597041303615684
test,before,top1_prob_mean,0.7255732417106628
test,before,top1_prob_p25,0.5715553164482117
test,before,top1_prob_p50,0.7335896492004395
test,before,top1_prob_p75,0.8951443433761597
test,before,top1_top2_margin_mean,0.5175477862358093
test,before,predictive_entropy_mean,0.6451034545898438
test,before,n,1421.0
test,after,accuracy,0.46586910626319494
test,after,balanced_accuracy,0.4656482667728961
test,after,macro_f1,0.4660867320844008
test,after,log_loss,1.2247257455641565
test,after,brier_multiclass,0.6374634536216509
test,after,ece_15bin,0.0830295309581696
test,after,top1_prob_mean,0.5376765727996826
test,after,top1_prob_p25,0.4280058741569519
test,after,top1_prob_p50,0.5202426314353943
test,after,top1_prob_p75,0.6311681270599365
test,after,top1_top2_margin_mean,0.27214452624320984
test,after,predictive_entropy_mean,1.1117571592330933
test,after,n,1421.0
—,—,fitted_temperature,2.310817241668701
