epoch,train_loss,val_loss,val_accuracy,val_macro_f1,lr,time_seconds,is_best
1,1.716599865474332,1.5733122433792581,0.3467966573816156,0.30329941624521106,0.001,0.672825813293457,True
2,1.602732154107882,1.4932435213025235,0.38440111420612816,0.35077385105822717,0.001,0.7222335338592529,True
3,1.4856923942780094,1.3648279071850364,0.42896935933147634,0.40075173495327915,0.001,0.6853115558624268,True
4,1.4071539812956613,1.3121160418210256,0.4637883008356546,0.4246327238143197,0.001,0.6894054412841797,True
5,1.3147634968338202,1.2756016709346294,0.4637883008356546,0.4441738136507438,0.001,0.6398704051971436,True
6,1.245328433016874,1.185126664495734,0.4881615598885794,0.46900314590863784,0.001,0.6686379909515381,True
7,1.2239832692940533,1.198421625539785,0.48259052924791085,0.45033250108357886,0.001,0.7387747764587402,False
8,1.1566053198340231,1.25246034855215,0.48119777158774374,0.46059763278950805,0.001,0.650322437286377,False
9,1.1149508538873807,1.108083192144928,0.516016713091922,0.4949588994082837,0.001,0.5279443264007568,True
10,1.0918028043793353,1.2168257700118514,0.5125348189415042,0.503090685970849,0.001,0.48519396781921387,True
11,1.0600083208203093,1.1370258302451177,0.5243732590529248,0.5068354839696628,0.001,0.5141692161560059,True
12,1.0395303085976217,1.1501225124951193,0.5229805013927576,0.5063162348102462,0.001,0.5111863613128662,False
13,1.0053500108843807,1.1167268069839744,0.5313370473537604,0.5282549398157417,0.001,0.51741623878479,True
14,0.9870498055082072,1.1898845250518542,0.5125348189415042,0.502334612633038,0.001,0.5212976932525635,False
15,0.945140787868,1.1185604499907216,0.5313370473537604,0.5183949976555416,0.001,0.5434508323669434,False
16,0.9148503080874923,1.1672809071486043,0.5306406685236769,0.5265451422066757,0.001,0.4798750877380371,False
17,0.9049035439027225,1.1999156376331381,0.5389972144846796,0.5306447572111733,0.001,0.465639591217041,True
18,0.8889315871990107,1.1211018131885024,0.536908077994429,0.5356107158320457,0.001,0.4852168560028076,True
19,0.864122931985504,1.1468403408703365,0.5299442896935933,0.5215917394504161,0.001,0.5226199626922607,False
20,0.8348175267167784,1.1933272368790877,0.5348189415041783,0.5211792942160723,0.001,0.5536086559295654,False
21,0.8122731155517766,1.1654583048853702,0.5480501392757661,0.5404467622578801,0.001,0.5167059898376465,True
22,0.7871995274528294,1.2183403223752975,0.5229805013927576,0.5177534907894912,0.001,0.515247106552124,False
23,0.7676258421806864,1.2802951838146677,0.5229805013927576,0.5083689305264817,0.001,0.5274624824523926,False
24,0.7618106813707429,1.326322564673623,0.5327298050139275,0.5274101958895275,0.001,0.5175008773803711,False
25,0.7322151162664517,1.235351033804518,0.5383008356545961,0.5297027130934463,0.001,0.5455811023712158,False
26,0.6932775577157271,1.2408356544325612,0.5445682451253482,0.5385901169810646,0.001,0.5108237266540527,False
27,0.7005260127154426,1.2668921530952362,0.541782729805014,0.5337710705771713,0.001,0.5357565879821777,False
28,0.6934526659367014,1.2948620153336803,0.5348189415041783,0.5211797787554957,0.001,0.5204958915710449,False
29,0.6675263531343385,1.34464719011591,0.5383008356545961,0.5310743346035932,0.001,0.5263707637786865,False
30,0.6516120292883104,1.2532618334906014,0.5557103064066853,0.5521387346108652,0.001,0.5090644359588623,True
31,0.6136189619600959,1.3121214474974237,0.5410863509749304,0.5333176118789761,0.001,0.5377185344696045,False
32,0.591454680197996,1.40395074762653,0.5389972144846796,0.5366820806103417,0.001,0.5145704746246338,False
33,0.5736299961600836,1.4673804495494014,0.5376044568245125,0.5349348804958981,0.001,0.4727761745452881,False
34,0.5884953373607367,1.412366176361327,0.5167130919220055,0.5133976139300237,0.001,0.5517513751983643,False
35,0.5885408286072653,1.4053115785578498,0.5327298050139275,0.528787423593771,0.001,0.5210220813751221,False
36,0.5394593479666052,1.4517570123955876,0.5438718662952646,0.53983489708239,0.001,0.4907701015472412,False
37,0.5008489150072885,1.3972331899163783,0.5473537604456824,0.54487075746152,0.001,0.4963338375091553,False
38,0.5078095196190285,1.440749554062122,0.5459610027855153,0.5478149575885635,0.001,0.5580458641052246,False
39,0.4729035259854846,1.4928108878124993,0.5327298050139275,0.5246721662671904,0.001,0.618516206741333,False
40,0.4669572376621119,1.5459999523455055,0.5389972144846796,0.5317836783954085,0.001,0.5068535804748535,False
41,0.45660301431297734,1.4665076690505474,0.5494428969359332,0.5459790648921713,0.001,0.5178625583648682,False
42,0.47488334442181507,1.6162908249910828,0.5174094707520891,0.5139136723748233,0.001,0.4778163433074951,False
43,0.45259364829610754,1.6600448548129674,0.5278551532033426,0.5216069997368232,0.001,0.4984424114227295,False
44,0.43291201416916647,1.5839703680641306,0.5452646239554317,0.5429523998958253,0.001,0.5531494617462158,False
45,0.409820662240869,1.6258713769049367,0.5362116991643454,0.531656559210803,0.001,0.5276005268096924,False
