split,stage,metric,value
train,before,accuracy,0.8486167236555797
train,before,balanced_accuracy,0.8485395865941454
train,before,macro_f1,0.8477684343290509
train,before,log_loss,0.37640626229076246
train,before,brier_multiclass,0.21423612611500492
train,before,ece_15bin,0.039345916702227104
train,before,top1_prob_mean,0.8109371662139893
train,before,top1_prob_p25,0.6685882955789566
train,before,top1_prob_p50,0.8728907108306885
train,before,top1_prob_p75,0.9738378375768661
train,before,top1_top2_margin_mean,0.6616800427436829
train,before,predictive_entropy_mean,0.465024471282959
train,before,n,6434.0
train,after,accuracy,0.8486167236555797
train,after,balanced_accuracy,0.8485395865941454
train,after,macro_f1,0.8477684343290509
train,after,log_loss,0.6674831013215429
train,after,brier_multiclass,0.3427647569753229
train,after,ece_15bin,0.2879027630097383
train,after,top1_prob_mean,0.5608335137367249
train,after,top1_prob_p25,0.43698979914188385
train,after,top1_prob_p50,0.544861227273941
train,after,top1_prob_p75,0.6758658587932587
train,after,top1_top2_margin_mean,0.316858172416687
train,after,predictive_entropy_mean,1.0961182117462158
train,after,n,6434.0
val,before,accuracy,0.5119718309859155
val,before,balanced_accuracy,0.5120459649414575
val,before,macro_f1,0.5105097270110712
val,before,log_loss,1.7123578715393981
val,before,brier_multiclass,0.7150135363196222
val,before,ece_15bin,0.26268514430438966
val,before,top1_prob_mean,0.7703328132629395
val,before,top1_prob_p25,0.6258038431406021
val,before,top1_prob_p50,0.8061519265174866
val,before,top1_prob_p75,0.9398738443851471
val,before,top1_top2_margin_mean,0.5956275463104248
val,before,predictive_entropy_mean,0.5604419708251953
val,before,n,1420.0
val,after,accuracy,0.5119718309859155
val,after,balanced_accuracy,0.5120459649414575
val,after,macro_f1,0.5105097270110712
val,after,log_loss,1.1793808829785024
val,after,brier_multiclass,0.6092166262807199
val,after,ece_15bin,0.040070286414153146
val,after,top1_prob_mean,0.5160160660743713
val,after,top1_prob_p25,0.40607884526252747
val,after,top1_prob_p50,0.4932761788368225
val,after,top1_prob_p75,0.6084954738616943
val,after,top1_top2_margin_mean,0.25830134749412537
val,after,predictive_entropy_mean,1.1787924766540527
val,after,n,1420.0
test,before,accuracy,0.5003518648838846
test,before,balanced_accuracy,0.4998772003846683
test,before,macro_f1,0.5001512542284482
test,before,log_loss,1.7766564547634458
test,before,brier_multiclass,0.7283368574118738
test,before,ece_15bin,0.25863649117787235
test,before,top1_prob_mean,0.7589883804321289
test,before,top1_prob_p25,0.5922026634216309
test,before,top1_prob_p50,0.7829339504241943
test,before,top1_prob_p75,0.9477881193161011
test,before,top1_top2_margin_mean,0.5749741792678833
test,before,predictive_entropy_mean,0.5703413486480713
test,before,n,1421.0
test,after,accuracy,0.5003518648838846
test,after,balanced_accuracy,0.4998772003846683
test,after,macro_f1,0.5001512542284482
test,after,log_loss,1.1942276237413059
test,after,brier_multiclass,0.6230825060654319
test,after,ece_15bin,0.04170432335511638
test,after,top1_prob_mean,0.5206605195999146
test,after,top1_prob_p25,0.3946181535720825
test,after,top1_prob_p50,0.4995559751987457
test,after,top1_prob_p75,0.6279252171516418
test,after,top1_top2_margin_mean,0.26110339164733887
test,after,predictive_entropy_mean,1.1603541374206543
test,after,n,1421.0
—,—,fitted_temperature,2.991267204284668
